Date,XAU_Close,XAU_Open,XAU_High,XAU_Low,S&P500,SLV,OIL,EURUSD
07/05/2012,1604.75,1617.34,1625.8,1598.89,1367.58,27.672,87.22,1.2393
07/04/2012,1615.63,1617.24,1620.59,1611.94,,27.672,,1.2523
07/03/2012,1616.65,1598.69,1626.7,1596.59,1374.02,28.28,87.66,1.2607
07/02/2012,1596.35,1599.3,1602.51,1587.45,1365.51,27.499,83.75,1.2586
06/29/2012,1598.6,1551.39,1607.19,1550.94,1362.16,27.612,84.96,1.266
06/28/2012,1551.9,1573.61,1579.31,1547.85,1329.04,26.291,77.69,1.244
06/27/2012,1574.3,1572.5,1581.91,1563.15,1331.85,26.97,80.21,1.247
06/26/2012,1572.15,1583.76,1587.31,1567.95,1319.99,27.067,79.36,1.249
06/25/2012,1584.6,1572,1588.51,1566.35,1313.72,27.55,79.21,1.2505
06/22/2012,1572.15,1564.31,1573.81,1558.8,1335.02,26.688,79.76,1.257
06/21/2012,1565.3,1605.06,1607.29,1564.49,1325.51,26.865,78.2,1.2544
06/20/2012,1605.9,1618.81,1623.01,1590.9,1355.69,28.418,81.8,1.2704
06/19/2012,1618.07,1628.51,1633.51,1617.51,1357.98,28.397,84.03,1.2688
06/18/2012,1628.4,1627.31,1630.31,1607.1,1344.78,28.699,83.27,1.2576
06/15/2012,1626.76,1622.94,1633.7,1619.59,1342.84,28.767,84.03,1.2638
06/14/2012,1623.32,1617.9,1627.79,1610,1329.1,28.435,83.91,1.2631
06/13/2012,1618.35,1609.26,1624.97,1606.2,1314.88,28.969,82.62,1.2556
06/12/2012,1610.05,1596.45,1618.01,1586.9,1324.18,28.976,83.32,1.2513
06/11/2012,1596.45,1593.1,1608.35,1582.89,1308.93,28.644,82.7,1.2475
06/08/2012,1594.45,1589.15,1595.47,1562.05,1325.66,28.495,84.1,1.2517
06/07/2012,1589,1620.2,1629.41,1579.75,1314.99,28.555,84.82,1.2562
06/06/2012,1620.4,1617.2,1641.11,1614.34,1315.13,29.517,85.02,1.2572
06/05/2012,1617.1,1619.25,1623.91,1612.71,1285.5,28.433,84.29,1.2454
06/04/2012,1618.4,1627.29,1629.69,1610.71,1278.18,28.033,83.98,1.2498
06/01/2012,1626.25,1560.45,1630.02,1545.3,1278.04,28.538,83.23,1.2435
05/31/2012,1560.7,1563.9,1574.3,1554.09,1310.33,27.785,86.53,1.2359
05/30/2012,1562.45,1554.8,1569.77,1532.1,1313.32,28.036,87.82,1.237
05/29/2012,1555.75,1574.1,1582.9,1548.64,1332.42,27.791,90.76,1.2498
05/28/2012,1573.33,1574.09,1584,1571.13,,27.791,,1.2542
05/25/2012,1573.45,1558.5,1574.57,1551.9,1317.82,28.386,90.86,1.2517
05/24/2012,1559,1563.36,1579.5,1553.15,1320.68,28.157,90.66,1.2536
05/23/2012,1562,1569.19,1570.35,1535.41,1318.86,27.519,89.9,1.2586
05/22/2012,1568.95,1593.53,1596.03,1563.29,1316.63,28.179,91.66,1.2684
05/21/2012,1592.65,1593.65,1600.79,1586.8,1315.99,28.321,92.57,1.2814
05/18/2012,1593.09,1574.78,1598.68,1569.05,1295.22,28.715,91.48,1.2783
05/17/2012,1574,1540.39,1581.7,1538.8,1304.86,28.02,92.56,1.2694
05/16/2012,1540.05,1546.1,1553.8,1529,1324.8,27.196,92.81,1.2716
05/15/2012,1544.45,1557.15,1564.06,1541.6,1330.66,28.08,93.98,1.2731
05/14/2012,1556.85,1580.6,1585.89,1556,1338.35,28.353,94.78,1.2826
05/11/2012,1580.05,1593.87,1595.37,1573.9,1353.39,28.89,96.13,1.2917
05/10/2012,1593.66,1589.69,1602.2,1586.07,1357.99,29.178,97.08,1.2936
05/09/2012,1589.34,1605.67,1606.64,1579.78,1354.58,29.241,96.81,1.2933
05/08/2012,1605,1638.57,1639.52,1595.55,1363.72,29.459,97.01,1.3003
05/07/2012,1639.15,1641.79,1644.4,1634.21,1369.58,30.122,97.94,1.3054
05/04/2012,1642.83,1636,1647.27,1626.91,1369.1,30.432,98.49,1.3083
05/03/2012,1635.76,1653.26,1653.72,1631.17,1391.57,30.01,102.54,1.3152
05/02/2012,1653.5,1662.4,1663.4,1646.71,1402.31,30.645,105.22,1.3157
05/01/2012,1662.1,1666.75,1673.2,1658.59,1405.82,30.93,106.16,1.3239
04/30/2012,1664.36,1662.42,1666.58,1644.98,1397.91,31.016,104.87,1.3241
04/27/2012,1662.05,1657.15,1667.72,1650.55,1403.36,31.411,104.93,1.3255
04/26/2012,1656.9,1645.98,1662.6,1643.15,1399.98,31.241,104.55,1.3209
04/25/2012,1644.7,1641.41,1646.53,1624.47,1390.69,30.388,104.12,1.3223
04/24/2012,1641,1638.75,1649.52,1633.95,1371.97,30.778,103.55,1.3194
04/23/2012,1638.7,1643.44,1644.9,1621.99,1366.94,30.563,103.11,1.3155
04/20/2012,1642.7,1643.55,1647.31,1638.95,1378.53,31.685,103.05,1.3224
04/19/2012,1643.6,1643.49,1655,1632.8,1376.92,31.811,102.27,1.3136
04/18/2012,1642.07,1651.24,1656.05,1639.29,1385.14,31.518,102.67,1.3121
04/17/2012,1649.9,1652.9,1657.71,1635.05,1390.78,31.708,104.2,1.3125
04/16/2012,1652.1,1654.09,1657.8,1641.14,1369.57,31.407,102.93,1.3139
04/13/2012,1659,1675.55,1678.31,1649.51,1370.26,31.42,102.83,1.3077
04/12/2012,1675.48,1659.14,1680.2,1651.29,1387.57,32.556,103.64,1.3186
04/11/2012,1657.95,1659.49,1662.9,1653.44,1368.71,31.552,102.7,1.311
04/10/2012,1660.35,1641.13,1663.1,1632.2,1358.59,31.71,101.02,1.3081
04/09/2012,1641.28,1641.44,1649,1627.7,1382.2,31.555,102.46,1.3102
04/06/2012,1639.49,1628.95,1639.49,1628.49,,,,1.3096
04/05/2012,1631.25,1620.36,1633.67,1620.15,1398.08,31.76,103.31,1.3064
04/04/2012,1620.23,1644.64,1648.15,1612.3,1398.96,31.073,101.47,1.3142
04/03/2012,1645.33,1676.59,1681.16,1639.24,1413.38,33.294,104.01,1.3234
04/02/2012,1677.75,1668.55,1680.09,1676.2,1419.04,33.125,105.23,1.3323
03/30/2012,1668.9,1661.55,1671.11,1659.91,1408.47,32.513,103.02,1.3344
03/29/2012,1661.38,1661.94,1665.29,1645.39,1403.28,32.02,102.78,1.3302
03/28/2012,1662.18,1680.21,1684.41,1655.11,1405.54,31.831,105.41,1.3317
03/27/2012,1680.05,1690.3,1696.81,1679.11,1412.52,32.616,107.33,1.3318
03/26/2012,1689.98,1661.81,1694,1655.6,1416.51,32.75,107.03,1.3358
03/23/2012,1662.26,1645.41,1666.74,1642.38,1397.11,32.272,106.87,1.3273
03/22/2012,1644.85,1652.05,1658.01,1629.68,1392.78,31.345,105.35,1.3198
03/21/2012,1650.5,1651.11,1661.65,1646.91,1402.89,32.227,107.27,1.3212
03/20/2012,1650.35,1666.04,1666.29,1643.29,1405.52,31.834,105.61,1.3225
03/19/2012,1664.55,1654.98,1671.4,1654.14,1409.75,32.955,108.09,1.3241
03/16/2012,1660.65,1659.71,1665.01,1639.8,1404.17,32.604,107.06,1.3175
03/15/2012,1658.23,1642.89,1666.79,1636.59,1402.6,32.726,105.11,1.3083
03/14/2012,1643.6,1675.74,1683.45,1635.59,1394.28,32.181,105.43,1.3029
03/13/2012,1675.5,1699.66,1705.97,1662.6,1395.95,33.581,106.71,1.3084
03/12/2012,1700.53,1709.08,1714.3,1692.84,1371.09,33.413,106.34,1.3155
03/09/2012,1713.09,1700.2,1714.59,1677.84,1370.87,34.212,107.4,1.3114
03/08/2012,1700.65,1685.09,1703.86,1682.85,1365.91,33.831,106.58,1.3271
03/07/2012,1684.95,1674.6,1688.42,1671.35,1352.63,33.585,106.16,1.315
03/06/2012,1674,1705.97,1709,1664.35,1343.36,32.783,104.7,1.3115
03/05/2012,1706.7,1711.05,1716.76,1694.64,1364.33,33.695,106.72,1.3218
03/02/2012,1712.3,1717.7,1724.19,1705.19,1369.63,34.525,106.7,1.3203
03/01/2012,1716.55,1696.2,1726.21,1694.7,1374.09,35.661,108.84,1.3312
02/29/2012,1695.2,1784.59,1790.8,1688.49,1365.68,34.642,107.07,1.3326
02/28/2012,1785.85,1767.05,1789.96,1766,1372.18,37.205,106.55,1.347
02/27/2012,1766.3,1773.28,1779.59,1762.24,1367.59,35.567,108.56,1.34
02/24/2012,1773.49,1780.3,1783.11,1770.74,1365.74,35.379,109.77,1.3457
02/23/2012,1780.1,1776.24,1787.61,1772.29,1363.46,35.596,107.83,1.3369
02/22/2012,1777.55,1759.59,1781.8,1749.54,1357.66,34.289,106.28,1.3245
02/21/2012,1759.15,1734.03,1760.21,1731.09,1362.21,34.464,105.84,1.3241
02/20/2012,1734,1723.78,1737.3,1723.67,,34.429,,1.324
02/17/2012,1722.45,1728.84,1735.95,1717.45,1361.23,33.247,103.24,1.3152
02/16/2012,1728.7,1727.79,1730.01,1705.49,1358.04,33.402,102.31,1.3141
02/15/2012,1729.01,1719.62,1737.47,1718.52,1343.23,33.438,101.8,1.3071
02/14/2012,1720.1,1722.96,1727.81,1712.2,1350.5,33.379,100.74,1.3119
02/13/2012,1722.5,1725.3,1733.61,1716.47,1351.77,33.753,100.91,1.3194
02/10/2012,1719.85,1731.54,1734.8,1704.14,1342.64,33.635,98.67,1.3175
02/09/2012,1729.6,1733.7,1751.9,1725.69,1351.95,33.948,99.84,1.3283
02/08/2012,1733.55,1745.76,1751.86,1724.95,1349.96,33.734,98.71,1.3258
02/07/2012,1746.5,1719.8,1750.2,1709.79,1347.05,34.225,98.41,1.3266
02/06/2012,1720.3,1726.3,1738.09,1711.79,1344.33,33.78,96.91,1.3134
02/03/2012,1725.3,1760.06,1763.76,1724.35,1344.9,33.779,97.84,1.3144
02/02/2012,1759.99,1744.2,1761.57,1741.49,1325.54,34.204,96.36,1.3146
02/01/2012,1743.6,1738.75,1751.56,1732.95,1324.09,33.837,97.61,1.3159
01/31/2012,1739.43,1729.19,1747.79,1726.8,1312.41,33.29,98.48,1.3079
01/30/2012,1730.05,1738.05,1739.35,1716.69,1313.01,33.555,98.78,1.3127
01/27/2012,1738.89,1720.49,1738.91,1714.8,1316.33,33.79,99.56,1.3226
01/26/2012,1721.5,1710.72,1730.62,1703.65,1318.43,33.743,99.7,1.31
01/25/2012,1711.9,1665.69,1713.3,1649.19,1326.05,33.121,99.4,1.311
01/24/2012,1665.2,1676.99,1679.89,1661.29,1314.65,31.975,98.95,1.3022
01/23/2012,1677,1666.68,1681.66,1662.59,1316,32.27,99.58,1.303
01/20/2012,1666.9,1657.79,1667.11,1644.69,1315.38,31.675,98.46,1.2938
01/19/2012,1657.6,1659.7,1670.15,1648.94,1314.5,30.509,100.39,1.2965
01/18/2012,1661.25,1652.2,1662.5,1642.74,1308.04,30.543,100.59,1.2854
01/17/2012,1651.74,1643.84,1667.87,1641.45,1293.67,30.135,100.71,1.274
01/16/2012,1643.4,1639.68,1647.35,1631.44,,30.135,,1.2664
01/13/2012,1639.35,1650.66,1650.75,1626.06,1289.09,29.522,98.7,1.2677
01/12/2012,1650.1,1640.64,1662.12,1640.39,1295.5,30.124,99.1,1.2826
01/11/2012,1641.8,1632.39,1647.4,1630.29,1292.48,29.89,100.87,1.2704
01/10/2012,1631.56,1611.57,1640.27,1608.62,1292.08,29.815,102.24,1.2772
01/09/2012,1611.5,1616.78,1623.69,1604.94,1280.7,28.782,101.31,1.2767
01/06/2012,1616.85,1621.44,1630.56,1608.89,1277.81,28.683,101.56,1.2721
01/05/2012,1623,1611.39,1625.86,1596.74,1281.06,29.296,101.81,1.278
01/04/2012,1612.4,1602.75,1618.92,1593.1,1277.3,29.097,103.22,1.2942
01/03/2012,1604.14,1566.2,1607.45,1565.85,1277.06,29.572,102.96,1.3051
01/02/2012,1566.27,1566.61,1569.61,1565.37,,,,1.2929
12/30/2011,1564.3,1545.89,1581.26,1544.75,1257.6,27.915,98.83,1.2948
12/29/2011,1546.7,1556.39,1561.51,1522.64,1263.02,27.315,99.65,1.2962
12/28/2011,1553,1593.75,1593.81,1550.1,1249.64,27.212,99.36,1.2936
12/27/2011,1592.9,1607.51,1607.79,1589.75,1265.43,28.718,101.34,1.3068
12/26/2011,1605.82,1607.51,1612.15,1597.86,,,,1.306
12/23/2011,1606.6,1606.75,1614.31,1603.15,1265.33,29.064,99.68,1.3043
12/22/2011,1604.7,1615.35,1617.36,1599.15,1254,29.027,99.53,1.3051
12/21/2011,1615.15,1615.26,1642.36,1606.4,1243.72,29.231,98.67,1.3045
12/20/2011,1615.65,1594.26,1619.12,1592.35,1241.3,29.516,97.22,1.3079
12/19/2011,1594.1,1599.35,1608.5,1583.44,1205.35,28.849,93.88,1.2995
12/16/2011,1597.95,1570.24,1600.95,1568.86,1219.66,29.647,93.53,1.3035
12/15/2011,1570.7,1574.49,1594.26,1561.07,1215.75,29.257,93.87,1.3018
12/14/2011,1575.1,1632.11,1641.89,1564.85,1211.82,28.911,94.95,1.2981
12/13/2011,1632.1,1666.25,1678.3,1622.75,1225.73,31.245,100.14,1.3034
12/12/2011,1666.3,1711.64,1715.05,1657.9,1236.47,30.977,97.77,1.3186
12/09/2011,1711.1,1708.29,1724.3,1703.54,1255.19,32.223,99.41,1.3375
12/08/2011,1708.8,1742,1754.7,1704.51,1234.35,31.507,98.34,1.3346
12/07/2011,1742.1,1728.46,1743.26,1720.65,1261.01,32.596,100.49,1.3413
12/06/2011,1728.2,1722.5,1733.46,1702.85,1258.47,32.714,101.28,1.3403
12/05/2011,1721.64,1746.15,1755.3,1718.44,1257.08,32.343,100.99,1.3403
12/02/2011,1745.25,1745.16,1762.61,1738.15,1244.28,32.658,100.96,1.3403
12/01/2011,1745.25,1746.85,1754.86,1734.1,1244.58,32.734,100.2,1.3464
11/30/2011,1745.7,1714.99,1750.23,1701,1246.96,32.777,100.36,1.3443
11/29/2011,1716.75,1712.05,1720.76,1704.11,1195.19,31.911,99.79,1.3331
11/28/2011,1712.3,1680.8,1720.49,1680.8,1192.55,32.186,98.21,1.331
11/25/2011,1680.13,1694.85,1697.9,1672.09,1158.67,31.035,96.77,1.3234
11/24/2011,1694.75,1692.39,1702.23,1687.69,,31.014,,1.335
11/23/2011,1693.3,1700.66,1710.77,1677.94,1161.79,31.908,96.17,1.3335
11/22/2011,1699.2,1679.3,1705.8,1671.55,1188.04,32.976,98.01,1.3514
11/21/2011,1680.85,1723.3,1726.64,1666.54,1192.98,31.14,96.92,1.3495
11/18/2011,1723.05,1722.29,1737.79,1711.34,1215.65,32.441,97.41,1.351
11/17/2011,1719.1,1762.19,1767.16,1710.05,1216.13,31.521,98.82,1.346
11/16/2011,1762.35,1781.94,1784.14,1754.25,1236.91,33.846,102.59,1.3463
11/15/2011,1781.4,1780.39,1785.85,1760.54,1257.81,34.48,99.37,1.3533
11/14/2011,1781,1788.14,1796.16,1773.59,1251.78,34.044,98.14,1.3626
11/11/2011,1788.99,1759.64,1789.41,1746.05,1263.85,34.706,98.99,1.3752
11/10/2011,1759.2,1770.71,1775.85,1736.55,1239.69,34.128,97.78,1.3603
11/09/2011,1772.24,1785.2,1799.64,1764.14,1229.1,34.383,95.74,1.3546
11/08/2011,1785,1794.89,1803.1,1777.1,1275.92,35.175,96.8,1.3838
11/07/2011,1795.86,1753.95,1798.69,1752.89,1261.12,34.848,95.52,1.3776
11/04/2011,1754.15,1763.26,1764.9,1750,1253.23,34.101,94.26,1.3796
11/03/2011,1763.15,1736.5,1767.9,1722.84,1261.15,34.514,94.07,1.3815
11/02/2011,1737,1720.9,1745.89,1715.74,1237.9,33.959,92.51,1.3746
11/01/2011,1720.3,1716.05,1725.29,1683.74,1218.28,32.746,92.19,1.3696
10/31/2011,1715.25,1744.15,1746.5,1706.59,1253.3,34.37,93.19,1.3857
10/28/2011,1742.95,1744.7,1752.85,1733,1285.09,35.303,93.32,1.4148
10/27/2011,1744.45,1725.24,1750.11,1705.74,1284.59,35.112,93.96,1.4192
10/26/2011,1725.75,1707.19,1728.5,1696.7,1242,33.31,90.2,1.3902
10/25/2011,1705.35,1654.4,1710.8,1645.24,1229.05,33.052,93.17,1.3906
10/24/2011,1652.68,1641.99,1662.09,1635.6,1254.19,31.644,91.27,1.3925
10/21/2011,1641.02,1618.99,1648.59,1611.44,1238.25,31.193,87.4,1.3896
10/20/2011,1619.1,1643.44,1645,1603.99,1215.39,30.281,85.3,1.3777
10/19/2011,1641.8,1654.75,1665.39,1639.4,1209.88,31.277,86.11,1.3756
10/18/2011,1655.15,1671.2,1677.22,1627.2,1225.38,31.831,88.34,1.3739
10/17/2011,1670.65,1683.29,1696.1,1666.44,1200.86,31.821,86.38,1.3742
10/14/2011,1679.95,1667.3,1684.26,1661.5,1224.58,32.173,86.8,1.3877
10/13/2011,1666.7,1674.89,1684.39,1653.19,1203.66,31.667,84.23,1.3776
10/12/2011,1677.2,1662.29,1692.1,1660.39,1207.25,32.789,85.57,1.3787
10/11/2011,1663.1,1676.45,1685.22,1654.46,1195.54,31.998,85.81,1.3645
10/10/2011,1675.44,1654.14,1678.1,1638.09,1194.89,31.98,85.41,1.3643
10/07/2011,1639.45,1644.2,1666.55,1625.95,1155.46,30.993,82.98,1.3377
10/06/2011,1650.63,1641.49,1655.65,1632.24,1164.97,32.005,82.59,1.3432
10/05/2011,1640.9,1624.69,1646.7,1597.25,1144.03,30.352,79.68,1.3348
10/04/2011,1624.3,1660.65,1678.86,1596,1123.95,29.839,75.67,1.334
10/03/2011,1660.95,1618.35,1664.46,1618.35,1099.23,30.795,77.61,1.3169
09/30/2011,1623.75,1615.99,1640.49,1607.19,1131.42,30.083,79.2,1.3386
09/29/2011,1614.55,1606.94,1634.09,1583.3,1160.4,30.522,82.14,1.3594
09/28/2011,1608.8,1650.25,1668.85,1598.7,1151.06,30.11,81.21,1.3542
09/27/2011,1649.95,1624.79,1677.19,1614.91,1175.38,31.52,84.45,1.3592
09/26/2011,1627.35,1657.29,1662.99,1534.99,1162.95,29.956,80.24,1.354
09/23/2011,1656.59,1737.63,1756.01,1629.99,1136.43,30.093,79.85,1.3498
09/22/2011,1735.83,1779.34,1786.19,1721.84,1129.56,36.59,80.51,1.346
09/21/2011,1781.79,1803.54,1816.76,1778.8,1166.76,40.44,85.92,1.3566
09/20/2011,1803.75,1778.34,1811.4,1770.24,1202.09,40.109,86.89,1.3706
09/19/2011,1778.75,1818.5,1828.47,1770.7,1204.09,39.136,85.7,1.3685
09/16/2011,1811.95,1788.45,1822.2,1763.05,1216.01,40.807,87.96,1.38
09/15/2011,1789.14,1820.6,1826.49,1772.54,1209.11,39.478,89.4,1.3878
09/14/2011,1819.7,1833.64,1844.89,1808.29,1188.68,40.508,88.91,1.3747
09/13/2011,1833.8,1813.75,1843.7,1799.25,1172.87,41.172,90.21,1.3683
09/12/2011,1813.75,1857.66,1861.6,1801.09,1162.27,40.199,88.19,1.3673
09/09/2011,1857.81,1868.76,1885.89,1824.94,1154.23,41.606,87.24,1.3653
09/08/2011,1868.76,1816.96,1870.3,1812.99,1185.9,42.512,89.05,1.3882
09/07/2011,1816.96,1872.39,1880.61,1793.69,1198.62,41.612,89.34,1.4097
09/06/2011,1873.72,1903.4,1921.11,1860.91,1165.24,41.848,86.02,1.4
09/05/2011,1900.49,1877.99,1904.2,1875.3,,41.868,,1.4092
09/02/2011,1884.2,1824.84,1884.9,1824,1173.97,43.04,86.45,1.4205
09/01/2011,1825.05,1823.09,1830.6,1814.65,1204.42,41.507,88.93,1.4259
08/31/2011,1823.8,1835.39,1839.7,1812.89,1218.89,41.727,88.81,1.4379
08/30/2011,1835.3,1787.96,1840.26,1784.05,1212.92,41.464,88.9,1.4446
08/29/2011,1788.45,1837.84,1839.24,1776.64,1210.08,40.569,87.27,1.451
08/26/2011,1828.55,1772.64,1829.15,1757.24,1176.8,40.972,85.37,1.4499
08/25/2011,1771.6,1750.35,1774.9,1703.45,1159.27,40.764,85.3,1.438
08/24/2011,1751.05,1830.05,1854.11,1749.89,1177.6,39.178,85.16,1.4413
08/23/2011,1830.15,1897.84,1911.96,1823.5,1162.35,42.305,85.44,1.4438
08/22/2011,1898.1,1859.89,1901.19,1858.2,1123.82,43.34,84.12,1.436
08/19/2011,1852.45,1824.35,1877.5,1821.35,1123.53,42.447,82.26,1.4398
08/18/2011,1824.35,1789.64,1829,1784.34,1140.65,40.701,82.38,1.4331
08/17/2011,1788.65,1786.75,1794.9,1779.39,1193.89,40.366,87.58,1.4425
08/16/2011,1786.3,1766.3,1788.2,1761.99,1192.76,39.834,86.65,1.4409
08/15/2011,1765.5,1746.25,1766.44,1728.01,1204.49,39.323,87.88,1.4446
08/12/2011,1746.6,1763.96,1768.3,1723.55,1178.81,39.131,85.38,1.4249
08/11/2011,1767.9,1796.5,1815.79,1734.1,1172.64,38.687,85.72,1.4243
08/10/2011,1795,1743.9,1797.36,1740,1120.76,39.344,82.89,1.4174
08/09/2011,1743.9,1717.35,1778.79,1714.75,1172.53,37.9,79.3,1.437
08/08/2011,1717.35,1662.75,1720.49,1662.67,1119.46,39.396,81.31,1.4177
08/05/2011,1665,1648.4,1670.1,1642.4,1199.38,38.226,86.88,1.4282
08/04/2011,1648.4,1661.2,1682.17,1640.09,1200.07,39.445,86.63,1.4108
08/03/2011,1661.2,1659.75,1673.15,1652,1260.34,41.772,91.93,1.4325
08/02/2011,1659.75,1620.32,1661.05,1616.29,1254.05,40.103,93.79,1.4193
08/01/2011,1620.1,1628.14,1633.66,1609.69,1286.94,39.32,94.89,1.4251
07/29/2011,1626.64,1616.05,1632.8,1610.64,1292.28,40.114,95.7,1.4396
07/28/2011,1616.85,1613.5,1620.1,1603.4,1300.67,39.802,97.44,1.4331
07/27/2011,1613.5,1618.49,1628.5,1608.96,1304.89,40.568,97.4,1.4365
07/26/2011,1619.3,1614.55,1620.49,1608.29,1331.94,40.698,99.59,1.4512
07/25/2011,1614.55,1599.28,1622.99,1599.28,1337.43,40.361,99.2,1.4376
07/22/2011,1599.25,1592.98,1609.01,1585.36,1345.02,40.122,99.87,1.4356
07/21/2011,1589.9,1598.58,1606.16,1586.59,1343.8,38.947,99.13,1.4423
07/20/2011,1602.1,1589.85,1603.69,1583,1325.84,39.558,98.14,1.422
07/19/2011,1588.35,1605.3,1610.01,1582.59,1326.73,40.221,97.5,1.4156
07/18/2011,1605.4,1595.45,1609.01,1593.59,1305.44,40.342,95.93,1.4111
07/15/2011,1594.1,1588.75,1595.65,1577.81,1316.14,39.071,97.24,1.4153
07/14/2011,1587.25,1582.25,1594.66,1579.3,1308.87,38.694,95.69,1.4145
07/13/2011,1582.25,1566.95,1587.96,1564.35,1317.72,38.151,98.05,1.4184
07/12/2011,1567.2,1555.6,1574.96,1542.3,1313.64,35.634,97.43,1.3979
07/11/2011,1554.1,1544.05,1557.09,1541.9,1319.49,35.698,95.15,1.4036
07/08/2011,1544.25,1533.85,1547.3,1526.2,1343.8,36.543,96.2,1.427
07/07/2011,1532.55,1530.1,1536.2,1524.81,1353.22,36.536,98.67,1.4361
07/06/2011,1529.5,1517.64,1535.45,1511.89,1339.22,35.916,96.65,1.4318
07/05/2011,1516.3,1496.05,1517.09,1493,1337.88,35.41,96.89,1.4423
07/04/2011,1495.95,1486.5,1497.06,1485.91,,35.41,,1.4541
07/01/2011,1486.5,1502.84,1504.19,1480.01,1339.67,33.705,94.94,1.4525
06/30/2011,1500.1,1512.05,1514.21,1498.7,1320.64,34.832,95.42,1.4506
06/29/2011,1512.05,1501.8,1513.19,1500.5,1307.41,34.769,94.77,1.4436
06/28/2011,1501,1496.7,1506.56,1496,1296.67,33.648,92.89,1.4369
06/27/2011,1497,1500.5,1507.29,1492.3,1280.1,33.593,90.61,1.4284
06/24/2011,1502.15,1522.7,1527.41,1500.41,1268.45,34.646,91.16,1.4193
06/23/2011,1520.85,1549.29,1550.85,1514.7,1283.5,35.011,91.02,1.4259
06/22/2011,1547.8,1548.45,1559.75,1543.1,1287.14,36.75,95.41,1.4354
06/21/2011,1546.2,1540.45,1548.4,1538.55,1295.52,36.388,93.4,1.4407
06/20/2011,1540.45,1538.9,1546.4,1533.24,1278.36,36.079,93.26,1.4309
06/17/2011,1539.5,1528.85,1542.15,1522.5,1271.5,35.754,93.01,1.4311
06/16/2011,1528.85,1530.09,1532.8,1522.4,1267.64,35.567,94.95,1.4213
06/15/2011,1530.7,1523.75,1534.25,1514.36,1265.42,35.416,94.81,1.4168
06/14/2011,1524.1,1516.73,1527.8,1513.95,1287.87,35.417,99.37,1.4441
06/13/2011,1515.23,1530.5,1533.06,1511.61,1271.83,34.738,97.3,1.4417
06/10/2011,1531.9,1545.6,1546.99,1527.74,1270.98,36.338,99.29,1.4348
06/09/2011,1544.35,1538.8,1551.3,1534.9,1289,37.435,101.93,1.4508
06/08/2011,1537.55,1545.75,1548.09,1532.76,1279.56,36.633,100.74,1.4577
06/07/2011,1544.25,1543.55,1550.5,1536.7,1284.94,37.059,99.09,1.4691
06/06/2011,1544,1544.59,1555.3,1542.2,1286.17,36.796,99.01,1.4577
06/03/2011,1542.5,1535.74,1547.46,1525.89,1300.16,36.201,100.22,1.4637
06/02/2011,1533.9,1542.49,1546.16,1521.6,1312.94,36.213,100.4,1.4491
06/01/2011,1540.7,1535.15,1550.64,1529.55,1314.55,37.707,100.29,1.4314
05/31/2011,1535.35,1539.95,1542.5,1534.26,1345.2,38.317,102.7,1.4396
05/30/2011,1538.45,1537.24,1540,1534.39,,38.305,,1.428
05/27/2011,1536.65,1523.59,1540.1,1520,1331.1,37.873,100.59,1.4324
05/26/2011,1519.05,1524.26,1531.7,1515.39,1325.69,37.33,100.23,1.4139
05/25/2011,1525.95,1527.69,1534.1,1523.06,1320.47,37.642,101.32,1.4087
05/24/2011,1526.4,1518.7,1529.45,1515,1316.28,36.128,99.59,1.4104
05/23/2011,1517.2,1512.6,1518.01,1504.05,1317.37,34.904,97.7,1.4051
05/20/2011,1513.55,1495.5,1517.55,1488.95,1333.27,35.087,99.49,1.4155
05/19/2011,1493.6,1498.3,1501.51,1488.4,1343.6,34.932,98.44,1.4314
05/18/2011,1497,1486.3,1501.6,1486.3,1340.68,35.097,100.1,1.4246
05/17/2011,1486.85,1491.2,1499.6,1473.5,1328.98,33.491,96.91,1.4238
05/16/2011,1489.7,1493.75,1504.9,1487.89,1329.47,34.132,97.37,1.4154
05/13/2011,1494.55,1506.41,1516.93,1483.03,1337.77,35.013,99.65,1.4121
05/12/2011,1502.85,1500.25,1508.3,1479.3,1348.65,34.797,98.97,1.4243
05/11/2011,1500.25,1513.25,1526.8,1496.15,1342.08,35.515,98.21,1.4197
05/10/2011,1515.72,1513.03,1519.65,1506.17,1357.16,38.486,103.88,1.4407
05/09/2011,1513.05,1493.26,1514.31,1489.99,1346.29,37.116,102.55,1.4364
05/06/2011,1495.25,1474.65,1498.59,1471.05,1340.2,35.287,97.18,1.431
05/05/2011,1473.65,1516.79,1523.69,1464.4,1335.1,36.24,99.8,1.4541
05/04/2011,1515.95,1537.1,1543.46,1506.5,1347.32,39.388,109.24,1.4824
05/03/2011,1536.83,1545.34,1551.8,1527.96,1356.62,42.585,111.05,1.4828
05/02/2011,1545,1567.79,1576.29,1540.89,1361.22,46.084,113.52,1.4827
04/29/2011,1565.6,1536.95,1571.3,1533,1363.61,48.599,113.93,1.4802
04/28/2011,1535.45,1527.51,1538.85,1524.25,1360.48,47.541,112.86,1.4824
04/27/2011,1526.9,1506.59,1530.4,1503.3,1355.66,45.972,112.76,1.4777
04/26/2011,1507.05,1505.94,1507.91,1493,1347.24,45.068,112.21,1.4644
04/25/2011,1507.25,1511.45,1520.1,1503.7,1335.25,47.163,112.28,1.4581
04/22/2011,1508.13,1507.35,1512.95,1502.15,,,,1.4556
